Customer_id,Area,Children,Education,Employment,Marital,Churn,Outage_sec_perweek,Techie,Contract,Tablet,InternetService,Multiple,TechSupport,Tenure,MonthlyCharge,Bandwidth_GB_Year
P558309,Rural,0.0,Bachelor's,Full Time,Separated,No,12.29457,No,One year,No,Fiber Optic,No,Yes,61.29211,149.7773,5163.278
Q921359,Rural,0.0,Bachelor's,Full Time,Divorced,No,9.863372,No,Month-to-month,Yes,DSL,No,Yes,0.0,126.4431,6000.415
Y498839,Rural,0.0,High School or GED,Student,Married,No,4.489002,No,Month-to-month,Yes,No Internet Service,No,Yes,66.82161,222.6976,0.0
U174484,Rural,0.0,No Degree,Retired,Never Married,No,10.47842,No,Month-to-month,Yes,No Internet Service,Yes,No,71.99928,233.3699,6745.44
P242293,Rural,0.0,Some College,Full Time,Never Married,No,7.258103,No,Month-to-month,No,Fiber Optic,No,No,67.74157,219.1889,6119.94
H510824,Suburban,3.0,Some College,Retired,Married,No,6.495181,No,One year,No,Fiber Optic,No,No,64.95028,182.3762,0.0
G975600,Rural,0.0,Postgraduate,Unemployed,Separated,No,13.24806,No,Two Year,No,DSL,Yes,Yes,68.30856,183.4989,6572.635
P396177,Urban,0.0,High School or GED,Full Time,Married,No,8.23679,No,One year,No,Fiber Optic,Yes,No,68.88449,168.8988,5882.517
Q246510,Urban,1.0,High School or GED,Full Time,Married,No,10.08708,Yes,One year,Yes,DSL,Yes,No,68.96928,182.3869,0.0
Z435629,Suburban,2.0,No Degree,Full Time,Married,No,6.804978,No,Month-to-month,Yes,No Internet Service,No,No,0.0,212.1769,5445.473
Y482814,Rural,1.0,High School or GED,Full Time,Separated,No,38.08902,No,One year,No,DSL,No,No,58.5608,144.9382,5233.838
I880026,Suburban,3.0,High School or GED,Part Time,Divorced,Yes,7.679105,No,Month-to-month,No,DSL,Yes,No,57.92283,235.7798,5921.84
X545968,Rural,3.0,High School or GED,Full Time,Widowed,Yes,12.32412,No,Month-to-month,Yes,DSL,No,No,42.74753,214.1349,4730.054
T302615,Rural,1.0,High School or GED,Full Time,Widowed,Yes,9.840791,No,Month-to-month,No,DSL,Yes,Yes,54.87013,234.4605,5583.9
L296155,Suburban,0.0,Bachelor's,Full Time,Divorced,No,14.47265,No,Month-to-month,No,Fiber Optic,No,No,55.74944,147.1959,4752.863
P569056,Rural,0.0,Some College,Full Time,Widowed,No,8.600853,No,Month-to-month,No,No Internet Service,No,No,71.83314,117.0975,6378.989
R931562,Urban,3.0,Bachelor's,Part Time,Widowed,No,10.20111,Yes,One year,No,Fiber Optic,Yes,No,66.75045,192.3394,5857.937
R22735,Suburban,0.0,Bachelor's,Part Time,Married,No,6.509181,No,Month-to-month,No,Fiber Optic,Yes,No,43.01015,165.8031,3643.38
H131682,Rural,0.0,Bachelor's,Part Time,Separated,No,10.99725,No,Month-to-month,No,Fiber Optic,Yes,No,55.81802,195.9403,5071.72
Y916459,Rural,4.0,High School or GED,Unemployed,Widowed,No,4.198963,No,Month-to-month,Yes,Fiber Optic,Yes,Yes,59.54373,215.9455,5444.826
E943977,Suburban,0.0,No Degree,Full Time,Widowed,No,14.84171,No,Two Year,No,Fiber Optic,Yes,No,51.43424,170.5846,4422.02
D46232,Urban,0.0,Bachelor's,Full Time,Married,No,6.590642,No,Month-to-month,No,Fiber Optic,No,Yes,0.0,173.8834,6101.797
Z210341,Suburban,0.0,Bachelor's,Full Time,Never Married,No,6.240704,No,Two Year,Yes,Fiber Optic,Yes,No,65.44538,205.1471,5749.199
E643429,Urban,2.0,Bachelor's,Retired,Divorced,Yes,8.076069,No,Month-to-month,No,Fiber Optic,No,Yes,68.9536,253.6589,6406.813
U207175,Urban,0.0,Associate's,Unemployed,Divorced,No,40.22016,No,One year,Yes,DSL,No,No,62.07809,173.3431,0.0
G294682,Rural,3.0,Associate's,Student,Never Married,No,7.793141,No,Month-to-month,No,No Internet Service,No,Yes,65.19899,130.115,5640.22
F38173,Rural,2.0,Postgraduate,Full Time,Separated,No,11.89621,No,Month-to-month,Yes,No Internet Service,Yes,No,53.37805,125.9948,4535.472
C621959,Suburban,0.0,High School or GED,Retired,Divorced,No,5.07579,No,Two Year,No,Fiber Optic,No,No,64.94288,140.8394,5539.852
W269029,Suburban,0.0,No Degree,Student,Married,No,9.027164,No,Month-to-month,No,Fiber Optic,Yes,No,0.0,204.782,4364.212
F149086,Suburban,4.0,High School or GED,Full Time,Never Married,No,43.27632,No,Two Year,No,DSL,No,Yes,55.87037,241.993,5702.76
E404310,Suburban,1.0,Bachelor's,Part Time,Never Married,No,9.711678,No,Month-to-month,No,DSL,No,Yes,53.28955,141.3965,5084.626
S291778,Suburban,1.0,Associate's,Full Time,Widowed,No,12.24358,No,One year,No,Fiber Optic,Yes,No,63.05783,171.4038,5573.58
E448287,Rural,2.0,High School or GED,Full Time,Never Married,No,11.92053,No,Month-to-month,No,DSL,No,No,62.28135,128.1124,5910.676
C137438,Rural,3.0,High School or GED,Full Time,Never Married,No,8.237219,No,Month-to-month,No,Fiber Optic,No,No,0.0,170.4112,0.0
L32467,Rural,2.0,Other,Full Time,Divorced,No,11.70594,No,Two Year,No,No Internet Service,No,Yes,48.24148,187.3977,4479.265
L663344,Rural,0.0,Bachelor's,Unemployed,Divorced,No,7.949397,No,Month-to-month,No,No Internet Service,No,No,58.66601,104.4232,5084.759
W682255,Urban,2.0,Associate's,Retired,Married,No,7.713076,No,Month-to-month,Yes,Fiber Optic,No,Yes,0.0,185.6305,5758.7
R370396,Suburban,0.0,Some College,Unemployed,Never Married,No,9.654371,No,One year,No,Fiber Optic,Yes,No,47.79913,170.4741,4305.698
R895680,Rural,0.0,Some College,Full Time,Married,No,8.522984,No,Month-to-month,No,Fiber Optic,No,No,54.89306,230.3522,5031.554
W151148,Urban,0.0,High School or GED,Full Time,Married,No,8.181319,Yes,Month-to-month,No,No Internet Service,Yes,No,67.10378,181.7732,5998.639
Q550105,Suburban,2.0,Bachelor's,Full Time,Widowed,No,11.4628,No,One year,Yes,Fiber Optic,No,No,63.72204,162.1434,0.0
H33347,Suburban,1.0,Bachelor's,Part Time,Widowed,No,39.70337,No,Two Year,No,Fiber Optic,Yes,No,66.89696,175.6675,5730.642
G505754,Suburban,4.0,Some College,Part Time,Widowed,No,36.9284,No,Month-to-month,No,Fiber Optic,No,No,71.23043,190.485,6059.961
X31491,Urban,0.0,Some College,Part Time,Separated,No,11.30293,No,Month-to-month,Yes,Fiber Optic,Yes,Yes,60.33663,274.8048,5498.126
K300646,Rural,0.0,High School or GED,Full Time,Married,No,8.170525,No,One year,No,DSL,No,Yes,59.98562,203.22,6099.844
T465359,Rural,0.0,Some College,Full Time,Separated,No,12.85347,No,One year,Yes,Fiber Optic,No,No,67.67761,243.7642,6361.937
I325199,Urban,0.0,No Degree,Student,Separated,No,5.689413,No,Month-to-month,No,Fiber Optic,No,No,61.50738,148.5634,0.0
S795871,Suburban,0.0,High School or GED,Full Time,Divorced,No,5.495363,No,Month-to-month,No,Fiber Optic,No,No,45.65226,148.7169,3954.171
S376125,Urban,0.0,Some College,Full Time,Widowed,No,8.872429,Yes,Month-to-month,No,Fiber Optic,Yes,Yes,64.68955,196.7741,5949.915
U418693,Urban,5.0,Some College,Part Time,Divorced,No,7.332466,No,One year,Yes,Fiber Optic,Yes,No,61.83307,278.1949,5931.843
B406551,Suburban,3.0,High School or GED,Full Time,Divorced,No,9.486096,No,One year,No,No Internet Service,No,No,70.36396,127.4973,6136.654
X732952,Rural,3.0,Postgraduate,Full Time,Married,No,13.16027,No,One year,Yes,Fiber Optic,No,No,66.73461,207.5014,5921.502
A647291,Urban,0.0,Associate's,Unemployed,Never Married,No,10.0422,No,Month-to-month,Yes,Fiber Optic,Yes,No,52.38371,214.6241,4670.327
Y605585,Rural,0.0,Postgraduate,Retired,Divorced,No,12.13994,No,Two Year,No,DSL,No,Yes,69.60264,141.2308,6412.994
P497869,Rural,3.0,High School or GED,Part Time,Separated,No,13.3729,No,One year,No,No Internet Service,No,No,63.75865,117.9433,5623.802
X285403,Rural,1.0,High School or GED,Full Time,Divorced,No,34.13401,No,Month-to-month,No,No Internet Service,Yes,Yes,58.20259,189.0728,5218.302
Q644455,Suburban,0.0,High School or GED,Full Time,Separated,No,9.388841,No,Month-to-month,No,No Internet Service,No,Yes,67.95509,127.8485,5878.395
O347979,Rural,0.0,High School or GED,Full Time,Widowed,No,10.81404,No,Month-to-month,No,No Internet Service,No,No,67.6308,187.2417,6139.695
Y113488,Rural,3.0,High School or GED,Full Time,Separated,No,8.211689,No,Two Year,No,DSL,No,No,58.87396,115.9966,0.0
B442664,Rural,1.0,Some College,Full Time,Widowed,No,12.58083,No,One year,No,Fiber Optic,No,No,56.29659,160.6922,4933.194
F390846,Suburban,1.0,Some College,Full Time,Widowed,No,7.413709,No,One year,Yes,Fiber Optic,No,No,66.68553,139.3387,5748.621
J584243,Rural,0.0,No Degree,Part Time,Widowed,No,9.778633,No,Month-to-month,Yes,DSL,Yes,No,60.64369,165.158,5881.612
H773690,Suburban,1.0,High School or GED,Retired,Never Married,No,5.890148,No,One year,No,DSL,No,Yes,52.78581,105.0427,4782.774
C534801,Urban,3.0,Associate's,Part Time,Married,No,6.775291,No,Two Year,No,No Internet Service,No,No,61.78618,126.4026,5420.694
Z462095,Urban,4.0,High School or GED,Unemployed,Never Married,No,9.658334,No,Month-to-month,No,Fiber Optic,No,No,56.8243,126.4914,4836.771
C744511,Urban,1.0,High School or GED,Part Time,Divorced,Yes,12.61306,No,Month-to-month,No,DSL,No,Yes,59.97134,237.9965,6074.155
T997038,Urban,0.0,No Degree,Retired,Never Married,No,12.8229,No,Two Year,No,DSL,Yes,Yes,51.19742,185.3908,5011.209
A651095,Suburban,0.0,High School or GED,Full Time,Never Married,No,9.407861,No,Month-to-month,No,DSL,No,No,56.31703,117.9388,5490.224
E542197,Suburban,3.0,High School or GED,Full Time,Widowed,No,7.316312,No,Two Year,No,No Internet Service,Yes,Yes,37.50261,136.0595,3406.934
V977643,Rural,0.0,No Degree,Full Time,Separated,No,7.509476,No,Two Year,No,Fiber Optic,No,Yes,47.9937,170.8425,4366.897
W25766,Suburban,0.0,High School or GED,Part Time,Widowed,Yes,37.76147,Yes,Month-to-month,No,Fiber Optic,Yes,No,69.19621,200.0839,5978.105
L804972,Suburban,0.0,High School or GED,Full Time,Never Married,No,7.652562,No,Month-to-month,Yes,DSL,No,No,64.67477,91.41802,5790.905
M959689,Suburban,6.0,High School or GED,Part Time,Divorced,No,12.02237,No,Month-to-month,No,Fiber Optic,No,Yes,66.42151,164.133,5977.807
R800834,Rural,0.0,Bachelor's,Full Time,Married,No,10.63033,No,Two Year,No,Fiber Optic,No,No,66.4489,160.8106,5880.677
C690204,Rural,0.0,Other,Part Time,Never Married,No,5.553497,No,Month-to-month,No,Fiber Optic,No,No,68.03445,160.0269,5926.831
L698060,Suburban,0.0,Some College,Full Time,Divorced,No,7.721542,No,Month-to-month,Yes,DSL,Yes,No,0.0,236.1212,6631.579
C984974,Rural,2.0,Postgraduate,Part Time,Widowed,No,5.933437,No,Month-to-month,No,Fiber Optic,No,No,0.0,146.6841,0.0
Z866570,Suburban,0.0,High School or GED,Full Time,Widowed,No,8.353518,No,Month-to-month,Yes,Fiber Optic,No,No,67.26145,159.4198,5923.028
K231582,Rural,0.0,Bachelor's,Full Time,Never Married,No,5.965611,No,Month-to-month,No,DSL,No,Yes,0.0,106.2044,5420.43
O551817,Suburban,0.0,Bachelor's,Retired,Widowed,No,4.034951,No,Month-to-month,Yes,DSL,No,Yes,60.7205,144.187,5838.5
I226062,Rural,0.0,High School or GED,Retired,Married,No,9.467066,No,Two Year,No,DSL,Yes,No,56.10936,173.7286,5395.693
Y999795,Suburban,1.0,Some College,Full Time,Separated,No,9.479615,No,Month-to-month,No,DSL,Yes,Yes,65.52213,198.1322,6312.284
F559922,Urban,2.0,Bachelor's,Full Time,Separated,Yes,13.75499,Yes,Month-to-month,No,DSL,No,Yes,55.88547,225.5645,5703.525
S316458,Rural,0.0,High School or GED,Full Time,Married,No,4.638608,Yes,Two Year,No,Fiber Optic,Yes,No,66.80152,264.978,6209.35
B677068,Rural,0.0,Bachelor's,Unemployed,Divorced,No,11.29543,No,One year,No,Fiber Optic,Yes,No,53.94013,147.2832,4579.595
A67068,Rural,3.0,High School or GED,Student,Never Married,No,9.224934,Yes,Month-to-month,No,DSL,No,No,59.8408,118.4011,5736.047
P532607,Urban,3.0,High School or GED,Student,Never Married,No,6.848625,No,Two Year,Yes,Fiber Optic,No,Yes,61.00345,184.2108,5491.929
K935491,Suburban,0.0,Some College,Full Time,Separated,No,7.713014,Yes,Month-to-month,No,Fiber Optic,No,Yes,63.9229,172.6425,5416.864
C555531,Urban,0.0,Postgraduate,Part Time,Widowed,No,14.00916,No,Month-to-month,No,Fiber Optic,Yes,Yes,49.24329,169.1227,4316.8
L417231,Rural,2.0,No Degree,Full Time,Separated,No,9.269128,No,Month-to-month,No,Fiber Optic,No,Yes,51.62267,148.8262,4424.979
N681983,Rural,1.0,High School or GED,Part Time,Never Married,No,5.71547,No,Month-to-month,No,DSL,No,No,46.90599,146.3799,4474.613
O392580,Suburban,7.0,High School or GED,Unemployed,Divorced,No,15.33106,No,Two Year,No,DSL,No,No,71.24412,116.887,6592.009
X172041,Rural,4.0,High School or GED,Full Time,Never Married,No,35.71407,No,Month-to-month,No,DSL,Yes,Yes,54.67286,187.3615,5165.863
O587608,Urban,0.0,High School or GED,Full Time,Divorced,No,9.820873,No,One year,Yes,DSL,Yes,Yes,0.0,172.4551,6072.286
K548677,Rural,0.0,Associate's,Full Time,Separated,No,11.42865,No,Month-to-month,Yes,No Internet Service,No,Yes,0.0,140.0961,0.0
E305140,Rural,0.0,High School or GED,Full Time,Married,No,14.87636,No,Month-to-month,Yes,DSL,Yes,No,40.51042,175.9993,4109.75
D481847,Urban,5.0,No Degree,Full Time,Widowed,No,13.88204,Yes,One year,No,DSL,Yes,No,0.0,173.379,6356.496
Y505439,Urban,0.0,High School or GED,Full Time,Married,No,13.36892,No,Month-to-month,No,Fiber Optic,No,Yes,61.50205,150.2441,5275.614
N161747,Rural,1.0,Other,Retired,Separated,No,11.51542,No,Month-to-month,Yes,Fiber Optic,No,No,53.98876,170.3314,4716.874
E135976,Suburban,2.0,No Degree,Retired,Separated,No,8.810724,No,Month-to-month,Yes,DSL,Yes,Yes,62.67368,159.5211,5772.978
G868055,Urban,0.0,High School or GED,Full Time,Separated,No,5.499864,No,Two Year,Yes,DSL,Yes,No,64.59012,171.6421,6073.965
O877070,Suburban,0.0,Bachelor's,Full Time,Separated,No,14.28173,No,Month-to-month,Yes,Fiber Optic,No,Yes,66.59987,162.9151,5757.586
R241100,Rural,1.0,High School or GED,Unemployed,Widowed,No,9.081134,No,Month-to-month,Yes,Fiber Optic,No,No,64.69309,160.7494,5621.505
T885233,Rural,3.0,Postgraduate,Full Time,Divorced,No,11.83779,No,Two Year,No,Fiber Optic,No,No,39.23379,138.0737,3600.119
B146281,Rural,1.0,Some College,Retired,Widowed,No,10.13241,No,Month-to-month,No,DSL,Yes,No,0.0,147.71,5695.835
X345073,Urban,0.0,No Degree,Full Time,Divorced,No,15.1524,Yes,One year,No,Fiber Optic,Yes,No,63.37652,181.3736,5426.49
U638010,Urban,10.0,High School or GED,Full Time,Widowed,No,39.10472,No,One year,Yes,No Internet Service,No,No,0.0,143.8593,6391.664
X45899,Suburban,9.0,High School or GED,Full Time,Widowed,No,6.933086,Yes,Month-to-month,No,DSL,No,No,65.55348,93.87272,6208.587
V922402,Rural,1.0,High School or GED,Full Time,Never Married,No,10.56978,No,One year,No,Fiber Optic,Yes,Yes,59.566,160.4038,5085.103
H838222,Rural,4.0,High School or GED,Full Time,Married,No,7.153323,No,Month-to-month,No,Fiber Optic,No,Yes,66.56346,148.0675,5638.314
E819146,Urban,4.0,Bachelor's,Full Time,Widowed,No,9.678009,No,One year,Yes,DSL,No,No,65.00498,187.7879,6310.456
N297112,Urban,1.0,High School or GED,Full Time,Separated,No,13.21043,No,Month-to-month,Yes,Fiber Optic,Yes,No,58.53165,204.559,5296.606
K415852,Suburban,4.0,Some College,Unemployed,Never Married,No,5.644961,No,Month-to-month,Yes,DSL,No,Yes,50.09713,174.7507,4970.69
K320034,Suburban,0.0,Some College,Full Time,Married,No,11.47606,No,One year,No,Fiber Optic,No,No,62.51438,112.1242,4999.845
Y984783,Suburban,3.0,Some College,Retired,Married,No,14.74156,No,Month-to-month,No,Fiber Optic,Yes,No,70.14018,202.3844,6147.578
D603676,Rural,10.0,High School or GED,Full Time,Divorced,No,10.74468,No,Month-to-month,Yes,DSL,Yes,No,63.3179,153.9846,6209.832
K945329,Suburban,1.0,Bachelor's,Full Time,Never Married,Yes,8.842148,No,Month-to-month,Yes,Fiber Optic,Yes,No,54.41975,274.158,0.0
G939750,Suburban,2.0,Some College,Retired,Never Married,No,8.426174,No,Month-to-month,No,Fiber Optic,No,No,0.0,168.9474,5393.505
M874750,Rural,1.0,Bachelor's,Unemployed,Married,No,12.2342,No,Month-to-month,No,DSL,No,No,60.30933,92.4736,0.0
B229362,Suburban,0.0,High School or GED,Student,Widowed,No,8.568202,No,Month-to-month,No,Fiber Optic,No,Yes,61.52544,162.5849,5306.886
J345464,Rural,10.0,No Degree,Student,Never Married,No,5.32401,No,Month-to-month,No,DSL,No,Yes,48.06765,130.8541,4968.246
J468895,Urban,0.0,Some College,Full Time,Never Married,No,13.92947,No,Month-to-month,Yes,No Internet Service,No,Yes,59.89979,214.6767,5694.792
Y309014,Urban,1.0,Some College,Part Time,Married,No,14.25224,No,Two Year,Yes,Fiber Optic,No,Yes,69.69551,175.2381,5963.585
E674988,Suburban,1.0,Bachelor's,Full Time,Never Married,No,9.950611,No,Month-to-month,No,DSL,Yes,Yes,58.59926,197.0116,5656.516
V866352,Suburban,0.0,High School or GED,Full Time,Widowed,No,8.667141,No,Month-to-month,No,DSL,No,No,51.23358,131.0529,4994.198
B59804,Suburban,6.0,No Degree,Student,Divorced,No,10.90164,Yes,Month-to-month,No,DSL,No,No,65.18501,155.7271,6314.079
M465754,Urban,3.0,Bachelor's,Student,Married,No,11.981,No,Month-to-month,No,DSL,Yes,No,60.4105,206.6895,6001.171
T57126,Rural,1.0,Some College,Part Time,Never Married,No,13.04638,No,Month-to-month,No,No Internet Service,Yes,Yes,0.0,193.9478,6293.106
A723309,Urban,3.0,No Degree,Full Time,Married,No,6.108444,No,Month-to-month,No,No Internet Service,No,No,67.11266,101.1449,5605.585
R639888,Suburban,0.0,High School or GED,Full Time,Widowed,No,9.344931,No,Month-to-month,No,Fiber Optic,No,Yes,42.22849,173.4781,3767.367
E967128,Rural,3.0,Associate's,Part Time,Divorced,No,3.344496,No,Month-to-month,No,No Internet Service,No,No,54.12547,187.7917,5020.536
Z262787,Rural,0.0,Some College,Full Time,Never Married,No,10.15353,No,Month-to-month,No,No Internet Service,No,No,64.05212,127.2519,0.0
S18718,Suburban,2.0,No Degree,Full Time,Never Married,No,7.873132,No,Month-to-month,No,Fiber Optic,Yes,No,70.18387,160.1478,6004.101
C601774,Rural,1.0,Postgraduate,Full Time,Divorced,No,8.108796,No,Month-to-month,No,Fiber Optic,Yes,No,67.50401,202.8546,5876.564
Z29904,Urban,0.0,Postgraduate,Full Time,Divorced,No,12.41413,No,Two Year,No,No Internet Service,No,Yes,62.29043,115.3963,5276.526
Z352036,Rural,0.0,Associate's,Full Time,Separated,Yes,6.737585,Yes,Two Year,No,Fiber Optic,Yes,Yes,64.49478,253.8237,5938.713
X447899,Urban,3.0,High School or GED,Full Time,Widowed,Yes,6.254019,No,Month-to-month,No,Fiber Optic,No,Yes,61.57299,221.8752,5702.684
P315303,Suburban,3.0,Postgraduate,Full Time,Widowed,No,13.91805,No,Two Year,No,No Internet Service,Yes,No,51.4383,245.4427,5231.66
A155369,Urban,1.0,Bachelor's,Full Time,Never Married,No,11.88528,No,Month-to-month,Yes,Fiber Optic,Yes,No,49.57035,241.3523,4492.694
N247196,Urban,1.0,High School or GED,Full Time,Married,No,9.485498,No,One year,No,DSL,Yes,No,71.28275,147.7356,6417.049
M176813,Urban,1.0,Postgraduate,Full Time,Married,No,8.59982,No,Month-to-month,Yes,No Internet Service,No,Yes,64.90439,140.1069,5731.574
B584686,Urban,1.0,No Degree,Full Time,Widowed,No,10.36851,No,Month-to-month,No,No Internet Service,No,No,59.7267,152.3179,5508.351
W530793,Urban,4.0,High School or GED,Unemployed,Separated,Yes,8.054716,No,Month-to-month,No,DSL,Yes,No,56.16716,219.1674,5628.747
V885983,Urban,3.0,Some College,Full Time,Never Married,No,37.03164,No,Two Year,No,DSL,Yes,No,0.0,250.9208,5808.104
Q831134,Urban,10.0,Postgraduate,Full Time,Married,No,10.02942,No,Month-to-month,No,DSL,Yes,Yes,68.03324,173.1707,6432.294
O964713,Rural,0.0,Postgraduate,Full Time,Divorced,No,7.367551,No,One year,No,DSL,No,Yes,0.0,143.7127,5710.355
V211448,Rural,0.0,High School or GED,Student,Divorced,No,9.651558,No,Month-to-month,No,Fiber Optic,No,No,66.38094,246.0693,6265.321
B813452,Suburban,0.0,Bachelor's,Full Time,Married,No,14.08769,No,Month-to-month,No,Fiber Optic,Yes,No,62.38737,214.8872,5571.247
J972903,Rural,6.0,Some College,Unemployed,Never Married,No,10.47967,No,Month-to-month,No,No Internet Service,Yes,Yes,62.12984,199.5092,5803.991
M706056,Urban,0.0,High School or GED,Part Time,Separated,No,39.41393,No,One year,Yes,DSL,Yes,No,66.62855,251.6575,6618.32
Y63249,Urban,1.0,Some College,Full Time,Separated,No,7.809151,No,One year,No,No Internet Service,No,No,63.01465,118.6151,5478.106
U398073,Suburban,0.0,No Degree,Full Time,Separated,No,8.59409,No,Two Year,No,Fiber Optic,No,Yes,64.00501,124.0083,5231.544
K685277,Urban,7.0,Postgraduate,Part Time,Divorced,No,4.824389,No,Two Year,No,Fiber Optic,Yes,Yes,50.74296,204.295,4721.806
X165506,Rural,0.0,High School or GED,Full Time,Separated,No,14.25602,No,Month-to-month,No,DSL,No,No,46.43864,96.3418,4395.875
K768596,Urban,0.0,High School or GED,Full Time,Widowed,No,5.96196,No,Month-to-month,No,DSL,Yes,No,71.62561,182.8302,6814.25
S981572,Suburban,1.0,High School or GED,Retired,Married,No,13.61431,No,Month-to-month,Yes,Fiber Optic,No,No,71.4569,169.7243,6112.431
E43241,Rural,2.0,Some College,Full Time,Separated,Yes,9.236686,No,Month-to-month,No,DSL,Yes,No,52.67702,222.959,5441.651
Q731114,Rural,4.0,No Degree,Student,Widowed,No,16.19147,No,Two Year,No,Fiber Optic,No,Yes,0.0,150.5138,6127.671
G578584,Rural,0.0,Bachelor's,Retired,Divorced,No,12.11965,No,Two Year,Yes,Fiber Optic,Yes,No,51.84838,169.1736,4544.638
S250340,Suburban,2.0,No Degree,Part Time,Separated,Yes,8.996706,No,Month-to-month,No,DSL,Yes,Yes,68.37019,267.1296,6752.653
K483384,Suburban,4.0,Bachelor's,Part Time,Never Married,No,36.6734,No,Month-to-month,No,No Internet Service,No,Yes,67.85943,217.5437,6140.576
T989731,Urban,2.0,Some College,Part Time,Never Married,No,8.915556,No,Month-to-month,Yes,DSL,No,No,67.26893,150.3702,6220.115
D736184,Urban,0.0,Associate's,Full Time,Widowed,No,11.03591,No,Month-to-month,No,No Internet Service,No,No,52.4705,195.3839,4806.825
V766311,Suburban,6.0,High School or GED,Full Time,Divorced,No,10.0162,No,Month-to-month,No,Fiber Optic,No,No,70.30088,137.4757,6060.997
U195458,Suburban,0.0,No Degree,Student,Widowed,No,4.489269,No,Month-to-month,No,No Internet Service,Yes,No,49.4719,181.6509,4545.534
J629804,Rural,0.0,No Degree,Student,Separated,No,8.338237,No,Month-to-month,No,DSL,Yes,No,52.60822,161.8119,5249.057
U746779,Rural,1.0,Bachelor's,Full Time,Never Married,No,7.306207,No,Two Year,Yes,Fiber Optic,Yes,No,68.95898,168.201,5862.33
I300822,Rural,0.0,Postgraduate,Full Time,Divorced,No,7.969395,Yes,Two Year,No,DSL,Yes,No,49.09017,173.6439,5006.113
W662241,Urban,0.0,Postgraduate,Full Time,Separated,Yes,6.051078,No,Month-to-month,No,No Internet Service,No,No,66.50879,187.9165,0.0
C830851,Rural,1.0,Some College,Full Time,Married,No,9.173577,No,Month-to-month,No,Fiber Optic,No,No,40.46026,169.89,3693.943
A223123,Urban,0.0,Bachelor's,Full Time,Married,No,13.11787,No,One year,No,Fiber Optic,Yes,Yes,0.0,215.9792,4140.838
L212558,Urban,4.0,High School or GED,Part Time,Married,No,17.01971,No,Month-to-month,No,No Internet Service,Yes,No,66.37555,209.6171,6146.786
N805051,Urban,2.0,Bachelor's,Full Time,Separated,No,10.80413,No,Month-to-month,Yes,Fiber Optic,Yes,No,48.65096,157.3757,4220.275
A471140,Urban,0.0,High School or GED,Full Time,Separated,No,14.49504,No,Month-to-month,Yes,DSL,No,Yes,0.0,178.8393,6185.198
C910095,Rural,4.0,Other,Part Time,Married,No,10.04286,Yes,Month-to-month,No,DSL,Yes,No,64.25108,147.3952,0.0
K183807,Urban,1.0,High School or GED,Retired,Never Married,No,32.82948,No,Month-to-month,Yes,DSL,Yes,Yes,66.969,214.2744,0.0
H393650,Rural,0.0,High School or GED,Student,Divorced,No,9.508819,No,Two Year,No,DSL,Yes,No,42.2544,160.3335,0.0
T234307,Suburban,2.0,High School or GED,Full Time,Divorced,No,16.63176,No,Month-to-month,No,DSL,No,Yes,69.34207,202.9635,6603.944
Z405442,Rural,0.0,Some College,Student,Divorced,No,7.196374,No,Month-to-month,No,DSL,Yes,Yes,63.48022,196.1661,6064.836
I250569,Urban,1.0,No Degree,Part Time,Never Married,No,14.52553,No,One year,No,Fiber Optic,No,No,58.20314,209.4034,5217.772
R659226,Rural,7.0,Associate's,Full Time,Never Married,No,15.63998,No,Two Year,No,Fiber Optic,No,No,0.0,141.5022,6284.19
W312206,Urban,1.0,High School or GED,Full Time,Never Married,No,9.940057,No,Two Year,No,No Internet Service,Yes,No,64.17582,160.1703,5623.599
M337097,Urban,0.0,Bachelor's,Full Time,Married,No,43.86516,No,One year,No,Fiber Optic,Yes,Yes,60.85274,233.7781,0.0
A516439,Urban,2.0,Postgraduate,Full Time,Widowed,No,11.73628,No,Two Year,No,Fiber Optic,No,No,41.11114,208.3723,3981.346
B419356,Rural,6.0,High School or GED,Part Time,Never Married,No,15.16701,No,Month-to-month,No,Fiber Optic,Yes,Yes,59.78701,181.6102,5144.457
U625153,Urban,0.0,Some College,Full Time,Never Married,No,2.415073,No,Month-to-month,No,Fiber Optic,Yes,No,65.85945,179.4262,5667.494
J554905,Urban,1.0,High School or GED,Full Time,Never Married,No,37.16854,No,Month-to-month,No,Fiber Optic,Yes,Yes,61.41519,235.8088,5550.414
Z259100,Suburban,0.0,Some College,Full Time,Never Married,No,15.20206,No,Month-to-month,No,DSL,Yes,Yes,63.56455,245.3849,6368.414
Z376201,Rural,3.0,No Degree,Part Time,Never Married,No,9.554719,No,Month-to-month,No,No Internet Service,No,No,68.73272,79.89146,5831.541
Z61025,Suburban,3.0,No Degree,Full Time,Never Married,No,8.674003,Yes,Month-to-month,No,DSL,Yes,No,50.58015,152.5628,4995.384
V915324,Rural,1.0,High School or GED,Full Time,Divorced,No,40.15042,No,Month-to-month,No,DSL,Yes,No,69.32718,201.8017,6519.353
T341088,Urban,1.0,High School or GED,Full Time,Married,No,10.98839,Yes,Month-to-month,No,No Internet Service,No,No,57.20402,115.1487,4994.314
N620346,Urban,4.0,Some College,Retired,Separated,No,8.040431,No,Month-to-month,Yes,DSL,Yes,No,54.64758,170.9118,5343.09
